"","indicator_name","respondant_name","indicator_num","measure","value","cert_val_funct","vf.sentance","weight","cert_weight","sheet_name","weight.name","ind.axis.title"
"811","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Saul H",6,1,10,"4","It takes a lage quantity/volume and a wide range of types and decaying wood habitat to begin to maximise the ecological value of a woodland. Not sure that we have much idea of what 'natural' decaying wood volulmes might look like, but standing/fallen, shaded/open, range of diameters, etc. are all important.",88.8888888888889,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"812","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Jim Sm-Wr",6,3,50,"2","There seems to be quite a high threshold with the proposed method (small-medium pieces score nothing), so perhaps even a score of 1 would still be of significant value, becoming more sustainable with c. 3+ pieces, then diminishing returns above say a score of 6 or so?",100,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"813","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,7,58.3333333333333,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"814","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,8,66.6666666666667,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"815","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,9,75,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"816","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Iain Mo",6,10,100,"4","Woodland condition would likely have a stable relationship with amount of present deadwood up to a figure than plateau",62.5,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"817","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Iain Mo",6,12,100,"4","Woodland condition would likely have a stable relationship with amount of present deadwood up to a figure than plateau",62.5,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"818","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Nick RB",6,12,100,"4","a wild wood does not have dead wood 'tidied up' but has rich soils ad many habitats and offers a diverse structure for fungi. lichens, fauna and flora",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"819","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","David V",6,12,100,"1","Woodland condition may improve with the presence of more deadwood",87.5,2,"Deadwood","Deadwood","Deadwood (score out of 12)"
"820","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Rhiannon Hoy",6,4,0,"3","Woodland condition improves with number of deadwood classes present, with a score of 12 - 8 being good condition, but 4 or less being bad.",100,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"821","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Hannah Pa",6,1,20,"2","the high volume of dead wood (with a combination of standing or fallen), particularly larger diameter hardwood species, present in the woodland the better its condition",100,NA,"Deadwood","Deadwood","Deadwood (score out of 12)"
"822","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Liam Pl",6,10,90,"3","Roughly linear increases, though slightly slower increase in condition with less deadwood and at high deadwood levels.",87.5,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"823","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Kylie Jo-Ma",6,10,90,"4","Typically condition improvies with the volume of deadwood, but there are also quality as well as quantity factors (type, hard or softwood etc)",65,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"824","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Kylie Jo-Ma",6,11,100,"4","Typically condition improvies with the volume of deadwood, but there are also quality as well as quantity factors (type, hard or softwood etc)",65,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"825","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Saul H",6,3,60,"4","It takes a lage quantity/volume and a wide range of types and decaying wood habitat to begin to maximise the ecological value of a woodland. Not sure that we have much idea of what 'natural' decaying wood volulmes might look like, but standing/fallen, shaded/open, range of diameters, etc. are all important.",88.8888888888889,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"826","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,0,0,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"827","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Adam Th",6,2,37.5,"3","Deadwood doesn't need to be spread uniformly across a woodland, it is ok to have areas without any as long as there is some in places and lots in others. I think the method proposed simplfies things. I don't think a woodland can be given a deadwood score based on such plots. I think a DAFOR score across the whole woodland is maybe the best way to do this. Also soft wood dead wood is not as important as broadleaf deadwood so we need to make that distinction other wise a badly managed plantation with lots of standing deadwood from die back and fallen deadwood from windblow would score highly whereas it should score pretty low really. Having said this, more deadwood is better than very little or none...",70,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"828","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Adam Th",6,4,50,"3","Deadwood doesn't need to be spread uniformly across a woodland, it is ok to have areas without any as long as there is some in places and lots in others. I think the method proposed simplfies things. I don't think a woodland can be given a deadwood score based on such plots. I think a DAFOR score across the whole woodland is maybe the best way to do this. Also soft wood dead wood is not as important as broadleaf deadwood so we need to make that distinction other wise a badly managed plantation with lots of standing deadwood from die back and fallen deadwood from windblow would score highly whereas it should score pretty low really. Having said this, more deadwood is better than very little or none...",70,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"829","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","David V",6,6,50,"1","Woodland condition may improve with the presence of more deadwood",87.5,2,"Deadwood","Deadwood","Deadwood (score out of 12)"
"830","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Dean K",6,12,100,"3","Bigg increase to start with then increase slows",100,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"831","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Liam Pl",6,2,10,"3","Roughly linear increases, though slightly slower increase in condition with less deadwood and at high deadwood levels.",87.5,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"832","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Vanessa B",6,4,20,"3",NA,90,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"833","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Vanessa B",6,0,0,"3",NA,90,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"834","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Vanessa B",6,2,10,"3",NA,90,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"835","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Rhiannon Hoy",6,0,0,"3","Woodland condition improves with number of deadwood classes present, with a score of 12 - 8 being good condition, but 4 or less being bad.",100,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"836","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Alasdair Fi",6,3,80,"3","Woodland condition is related to the amount and quality of deadwood present, but the type and condtion of the deadwood is as important as the quantity. Both need to be assessed, but this indicator only appears to assess quantity. Maximum relative value is therefore set at 50% (a 'quality' indicator could make up the remaining 50%). Excessive amounts of deadwood are likely to incidate poor woodland condition. Where the optimum point lies probably varies and relates closely to woodland type.",25,NA,"Deadwood","Deadwood","Deadwood (score out of 12)"
"837","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Liam Pl",6,12,100,"3","Roughly linear increases, though slightly slower increase in condition with less deadwood and at high deadwood levels.",87.5,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"838","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Kylie Jo-Ma",6,12,100,"4","Typically condition improvies with the volume of deadwood, but there are also quality as well as quantity factors (type, hard or softwood etc)",65,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"839","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,6,50,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"840","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,2,20,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"841","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,4,40,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"842","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Kylie Jo-Ma",6,4,30,"4","Typically condition improvies with the volume of deadwood, but there are also quality as well as quantity factors (type, hard or softwood etc)",65,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"843","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Liam Pl",6,0,0,"3","Roughly linear increases, though slightly slower increase in condition with less deadwood and at high deadwood levels.",87.5,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"844","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Daniel Ai",6,0,0,"4","The more deadwood the better for woodland condition",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"845","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Adam Th",6,12,100,"3","Deadwood doesn't need to be spread uniformly across a woodland, it is ok to have areas without any as long as there is some in places and lots in others. I think the method proposed simplfies things. I don't think a woodland can be given a deadwood score based on such plots. I think a DAFOR score across the whole woodland is maybe the best way to do this. Also soft wood dead wood is not as important as broadleaf deadwood so we need to make that distinction other wise a badly managed plantation with lots of standing deadwood from die back and fallen deadwood from windblow would score highly whereas it should score pretty low really. Having said this, more deadwood is better than very little or none...",70,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"846","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Nick RB",6,0,0,"4","a wild wood does not have dead wood 'tidied up' but has rich soils ad many habitats and offers a diverse structure for fungi. lichens, fauna and flora",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"847","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Hannah Pa",6,0,0,"2","the high volume of dead wood (with a combination of standing or fallen), particularly larger diameter hardwood species, present in the woodland the better its condition",100,NA,"Deadwood","Deadwood","Deadwood (score out of 12)"
"848","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","David V",6,0,0,"1","Woodland condition may improve with the presence of more deadwood",87.5,2,"Deadwood","Deadwood","Deadwood (score out of 12)"
"849","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Vanessa B",6,10,100,"3",NA,90,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"850","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Bob Epsom",6,4,25,"3","Anything below 2 will score 0 and anything above 10 will score 100%",80,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"851","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Vanessa B",6,12,100,"3",NA,90,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"852","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Saul H",6,2,40,"4","It takes a lage quantity/volume and a wide range of types and decaying wood habitat to begin to maximise the ecological value of a woodland. Not sure that we have much idea of what 'natural' decaying wood volulmes might look like, but standing/fallen, shaded/open, range of diameters, etc. are all important.",88.8888888888889,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"853","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Alasdair Fi",6,12,60,"3","Woodland condition is related to the amount and quality of deadwood present, but the type and condtion of the deadwood is as important as the quantity. Both need to be assessed, but this indicator only appears to assess quantity. Maximum relative value is therefore set at 50% (a 'quality' indicator could make up the remaining 50%). Excessive amounts of deadwood are likely to incidate poor woodland condition. Where the optimum point lies probably varies and relates closely to woodland type.",25,NA,"Deadwood","Deadwood","Deadwood (score out of 12)"
"854","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,12,100,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"855","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Bob Epsom",6,12,100,"3","Anything below 2 will score 0 and anything above 10 will score 100%",80,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"856","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,10,83.3333333333333,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"857","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Adam Th",6,10,100,"3","Deadwood doesn't need to be spread uniformly across a woodland, it is ok to have areas without any as long as there is some in places and lots in others. I think the method proposed simplfies things. I don't think a woodland can be given a deadwood score based on such plots. I think a DAFOR score across the whole woodland is maybe the best way to do this. Also soft wood dead wood is not as important as broadleaf deadwood so we need to make that distinction other wise a badly managed plantation with lots of standing deadwood from die back and fallen deadwood from windblow would score highly whereas it should score pretty low really. Having said this, more deadwood is better than very little or none...",70,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"858","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Lou Ha",6,12,100,"2","Deadwood should be in large volumes so condition is influenced more heavily at the higher end of the range",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"859","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,8,100,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"860","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","David V",6,9,75,"1","Woodland condition may improve with the presence of more deadwood",87.5,2,"Deadwood","Deadwood","Deadwood (score out of 12)"
"861","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Martin Hu",6,5,41.6666666666667,"4","A fairly linear relationship, the more the better, the more variety the better",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"862","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,10,100,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"863","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","David V",6,3,25,"1","Woodland condition may improve with the presence of more deadwood",87.5,2,"Deadwood","Deadwood","Deadwood (score out of 12)"
"864","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Bob Epsom",6,8,75,"3","Anything below 2 will score 0 and anything above 10 will score 100%",80,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"865","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Bob Epsom",6,10,100,"3","Anything below 2 will score 0 and anything above 10 will score 100%",80,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"866","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Saul H",6,7,100,"4","It takes a lage quantity/volume and a wide range of types and decaying wood habitat to begin to maximise the ecological value of a woodland. Not sure that we have much idea of what 'natural' decaying wood volulmes might look like, but standing/fallen, shaded/open, range of diameters, etc. are all important.",88.8888888888889,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"867","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Bob Epsom",6,6,50,"3","Anything below 2 will score 0 and anything above 10 will score 100%",80,4,"Deadwood","Deadwood","Deadwood (score out of 12)"
"868","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Peter Lo",6,6,80,"3","more deadwood the better",60,3,"Deadwood","Deadwood","Deadwood (score out of 12)"
"869","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Lou Ha",6,10,50,"2","Deadwood should be in large volumes so condition is influenced more heavily at the higher end of the range",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"870","Number deadwood classes present (of 3 potential classes)  across 4 plot-quarters","Lou Ha",6,8,20,"2","Deadwood should be in large volumes so condition is influenced more heavily at the higher end of the range",100,5,"Deadwood","Deadwood","Deadwood (score out of 12)"
"871","Number of 'positive indicator' plants per plot (10m radius circle)","Dean K",12,1,10,"4","rapid increase at first then begins to plateu",90,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"872","Number of 'positive indicator' plants per plot (10m radius circle)","Dean K",12,0,0,"4","rapid increase at first then begins to plateu",90,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"873","Number of 'positive indicator' plants per plot (10m radius circle)","Adam Th",12,15,90,"5",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"874","Number of 'positive indicator' plants per plot (10m radius circle)","Dean K",12,2,40,"4","rapid increase at first then begins to plateu",90,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"875","Number of 'positive indicator' plants per plot (10m radius circle)","Karen Ho",12,10,50,"0",NA,100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"876","Number of 'positive indicator' plants per plot (10m radius circle)","Adam Th",12,20,100,"5",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"877","Number of 'positive indicator' plants per plot (10m radius circle)","David V",12,5,80,"2",NA,50,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"878","Number of 'positive indicator' plants per plot (10m radius circle)","Karen Ho",12,3,20,"0",NA,100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"879","Number of 'positive indicator' plants per plot (10m radius circle)","David V",12,10,100,"2",NA,50,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"880","Number of 'positive indicator' plants per plot (10m radius circle)","Adam Th",12,0,0,"5",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"881","Number of 'positive indicator' plants per plot (10m radius circle)","Adam Th",12,10,70,"5",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"882","Number of 'positive indicator' plants per plot (10m radius circle)","David V",12,0,0,"2",NA,50,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"883","Number of 'positive indicator' plants per plot (10m radius circle)","Karen Ho",12,0,0,"0",NA,100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"884","Number of 'positive indicator' plants per plot (10m radius circle)","David L",12,15,100,"3","Woodland condition improves with more diverse plant community. Good is a medium amount per plot, bad is not many per plot.",75,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"885","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,2,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"886","Number of 'positive indicator' plants per plot (10m radius circle)","David L",12,0,0,"3","Woodland condition improves with more diverse plant community. Good is a medium amount per plot, bad is not many per plot.",75,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"887","Number of 'positive indicator' plants per plot (10m radius circle)","David L",12,5,0,"3","Woodland condition improves with more diverse plant community. Good is a medium amount per plot, bad is not many per plot.",75,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"888","Number of 'positive indicator' plants per plot (10m radius circle)","David V",12,15,100,"2",NA,50,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"889","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,0,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"890","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,1,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"891","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,3,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"892","Number of 'positive indicator' plants per plot (10m radius circle)","Bob Epsom",12,20,100,"3","Woodland condition will steadily rise in most conditions with the number of indicator plants",70,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"893","Number of 'positive indicator' plants per plot (10m radius circle)","Chris R",12,10,100,"2","more ground flora species is good",66.6666666666667,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"894","Number of 'positive indicator' plants per plot (10m radius circle)","David L",12,20,100,"3","Woodland condition improves with more diverse plant community. Good is a medium amount per plot, bad is not many per plot.",75,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"895","Number of 'positive indicator' plants per plot (10m radius circle)","Adam Th",12,5,50,"5",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"896","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,10,100,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"897","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,2,20,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"898","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,4,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"899","Number of 'positive indicator' plants per plot (10m radius circle)","Vanessa B",12,20,100,"3",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"900","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,8,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"901","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,20,100,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"902","Number of 'positive indicator' plants per plot (10m radius circle)","Mick Br",12,0,0,NA,"Positive relationship between positive indicators and condition",NA,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"903","Number of 'positive indicator' plants per plot (10m radius circle)","David V",12,3,60,"2",NA,50,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"904","Number of 'positive indicator' plants per plot (10m radius circle)","Bob Epsom",12,10,50,"3","Woodland condition will steadily rise in most conditions with the number of indicator plants",70,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"905","Number of 'positive indicator' plants per plot (10m radius circle)","Vanessa B",12,0,0,"3",NA,80,4,"Ground flora","Ground flora","Positive indicator plants (N)"
"906","Number of 'positive indicator' plants per plot (10m radius circle)","Martin Hu",12,8,90,"3","The more the better, but starting slow as a few probably shows poor condition and then probably a logarithmic projection with more is better.",100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"907","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,4,40,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"908","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,6,60,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"909","Number of 'positive indicator' plants per plot (10m radius circle)","Lou Ha",12,8,80,"3",NA,80,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"910","Number of 'positive indicator' plants per plot (10m radius circle)","Martin Hu",12,12,95,"3","The more the better, but starting slow as a few probably shows poor condition and then probably a logarithmic projection with more is better.",100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"911","Number of 'positive indicator' plants per plot (10m radius circle)","Martin Hu",12,13,96,"3","The more the better, but starting slow as a few probably shows poor condition and then probably a logarithmic projection with more is better.",100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"912","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,5,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"913","Number of 'positive indicator' plants per plot (10m radius circle)","Karen Ho",12,20,100,"0",NA,100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"914","Number of 'positive indicator' plants per plot (10m radius circle)","Alasdair Fi",12,6,NA,NA,"Some woodland plants are found where site conditions are right for them. These are often specialists that require particular condiions in terms of soil, camopy, and woodland continuity. It may sound strange, but most woodland NVCs are not based around woodland ground flora species: most of these plants can be found in non-woodland habitats. The exceptions lie towards the base-rich end of the habitat spectrum, where true woodland specialists define NVC communities. Ancient woodland species should be used as condition indicators, but relating them to the NVC would be a flawed approach. The number of indicator plants is also not likely to be important: it is the species themselves. Perhaps a point-scoring system for indicator species should be developed. indicator species need to include lower plants and lichens.",75,NA,"Ground flora","Ground flora","Positive indicator plants (N)"
"915","Number of 'positive indicator' plants per plot (10m radius circle)","Martin Hu",12,0,0,"3","The more the better, but starting slow as a few probably shows poor condition and then probably a logarithmic projection with more is better.",100,3,"Ground flora","Ground flora","Positive indicator plants (N)"
"916","Number of 'positive indicator' plants per plot (10m radius circle)","Chris R",12,20,100,"2","more ground flora species is good",66.6666666666667,3,"Ground flora","Ground flora","Positive indicator plants (N)"
